EmployeeID,Department,JobRole,JobLevel,ManagerID,LocationType,Age,Gender,EducationLevel,YearsAtCompany,YearsSinceLastPromotion,PerformanceRating,HistoricalRatingAvg,CalibrationAdjustedFlag,SelfRating,PeerAvgRating,SubordinateAvgRating,Overall360Score,SelfOtherGap,Leadership360,Collaboration360,OKRCompletionPct,NumOKRsAssigned,WeightedGoalAttainment,EngagementScore,JobSatisfaction,WorkLifeBalanceRating,BurnoutRisk,TrainingHoursLastYear,OvertimeHoursMonthly,AbsenteeismDays,AvgMonthlyHours,ProjectsHandled,PercentSalaryHikeLast,BonusPayoutPct,HighPotentialFlag,PIPHistoryFlag,HighPerformer,PerformanceTrend,SelfOtherGapBucket,OKREfficiencyScore,Rating360Variance,WorkloadRatio,WorkloadZone,TenureBucket,PromotionLagFlag,BurnoutWorkloadIndex,TrainingEfficiency,LeadershipGap,PromotionReadinessScore,ReadinessCategory,EngagementPerfAlignment,EngagementPerfQuadrant,ReportMonth
EMP01607,Sales,Sales Development Rep,IC1,MGR0103,Hybrid,25,Non-Binary,Bachelor's,5.4,3.1,3.0,3.52,1,3.0,2.36,2.82,2.9,0.64,2.29,2.21,64.9,4,66.8,51.5,2.7,3.97,Medium,0,21.0,0,169,2,2.0,0.42,0,0,0,-0.52,Slight Inflation,16.12,0.33,1.056,Optimal,3-7yr,0,0.408,-0.52,-0.61,0.472,Development Needed,0.223,Flight Risk (Low Eng + High Perf),2024-10
EMP01608,Engineering,Software Engineer,IC1,MGR0183,Hybrid,28,Male,Bachelor's,7.2,5.2,4.0,3.93,1,4.34,4.1,2.82,3.97,0.24,3.38,2.88,100.0,4,100.0,58.0,3.59,2.62,Medium,49,18.0,1,194,1,7.6,1.18,1,0,1,0.07,Aligned,25.0,0.817,1.212,Stretched,7+yr,1,0.544,0.0014,-0.59,0.874,Ready Now,0.401,Star (High Eng + High Perf),2024-10
EMP01609,Operations,Supply Chain Specialist,IC1,MGR0197,Hybrid,37,Male,Master's,0.5,0.3,1.0,1.0,1,1.44,1.03,2.82,1.19,0.41,1.0,1.0,52.1,5,54.8,21.1,3.45,3.07,Medium,0,12.4,6,189,3,0.0,0.17,0,1,0,0.0,Aligned,10.0,0.938,1.181,Optimal,0-1yr,0,0.517,0.0,-0.19,0.099,Not Yet Ready,0.0,Needs Support (Low Eng + Low Perf),2024-10
EMP01610,HR,Compensation Analyst,IC1,MGR0072,Remote,26,Male,Associate's,1.6,1.3,5.0,4.66,0,5.0,4.71,2.82,4.9,0.29,3.52,3.84,100.0,4,94.6,85.4,4.96,2.77,Low,47,16.2,1,190,1,11.7,1.37,0,0,1,0.34,Aligned,25.0,1.184,1.188,Optimal,1-3yr,0,0.283,0.0072,-1.38,0.723,Ready in 6 Months,0.809,Star (High Eng + High Perf),2024-10
EMP01611,Marketing,Growth Manager,IC2,MGR0129,Remote,35,Female,Master's,2.2,1.1,1.8,2.39,1,2.76,1.17,2.82,2.09,1.59,1.69,1.15,56.2,3,55.0,53.9,3.37,3.69,Low,11,16.1,2,166,5,7.1,0.68,0,0,0,-0.39,Significant Inflation,19.4,0.936,0.988,Optimal,1-3yr,0,0.12,-0.0355,-0.4,0.272,Not Yet Ready,0.124,Coachable (High Eng + Low Perf),2024-10
EMP01612,Operations,Ops Manager,IC3,MGR0118,Remote,24,Female,Master's,9.7,4.9,3.2,2.87,0,4.02,2.81,2.82,3.42,1.21,2.07,2.12,76.6,6,80.2,63.1,4.01,2.49,Low,28,17.1,3,192,5,3.4,0.57,0,0,0,0.13,Significant Inflation,12.42,0.696,1.097,Optimal,7+yr,0,0.204,0.0046,-1.35,0.563,Ready in 12 Months,0.288,Star (High Eng + High Perf),2024-10
EMP01613,Customer Success,CS Specialist,IC1,MGR0140,Hybrid,22,Female,Master's,2.8,1.2,1.5,1.19,0,1.8,1.6,2.82,1.73,0.2,1.19,1.17,64.0,5,68.3,53.5,3.4,2.4,Medium,8,34.6,0,203,5,1.4,0.51,0,1,0,0.31,Aligned,12.82,0.654,1.269,Stretched,1-3yr,0,0.593,0.0388,-0.54,0.24,Not Yet Ready,0.062,Coachable (High Eng + Low Perf),2024-10
EMP01614,Engineering,Data Engineer,M2,MGR0163,Remote,40,Male,Master's,1.3,0.9,2.1,2.0,0,1.86,2.67,2.1,2.21,-0.81,2.0,1.82,70.1,8,66.1,43.1,2.36,1.88,Medium,0,22.8,0,181,9,0.0,0.53,0,1,0,0.0,UnderEstimates Self,8.75,0.416,0.928,Optimal,1-3yr,0,0.36,0.0,-0.21,0.288,Not Yet Ready,0.101,Needs Support (Low Eng + Low Perf),2024-10
EMP01615,Operations,Operations Analyst,M1,MGR0116,Hybrid,43,Male,Bachelor's,2.0,0.7,3.0,2.82,1,3.43,3.26,3.61,2.21,0.17,2.06,2.46,55.7,7,49.0,55.1,2.49,3.36,Medium,4,23.5,1,173,6,0.0,0.25,0,0,0,0.18,Aligned,8.06,0.175,0.935,Optimal,1-3yr,0,0.36,0.045,-0.15,0.342,Not Yet Ready,0.238,Flight Risk (Low Eng + High Perf),2024-10
EMP01616,HR,L&D Specialist,IC2,MGR0082,Remote,29,Female,Bachelor's,2.3,1.2,3.6,3.2,0,3.26,3.47,3.61,3.42,-0.21,3.25,2.66,66.8,5,65.8,49.2,3.57,3.79,Medium,7,21.6,6,180,6,5.2,0.8,0,0,0,0.3,Aligned,13.22,0.176,1.071,Optimal,1-3yr,0,0.421,0.0429,-0.17,0.471,Development Needed,0.273,Flight Risk (Low Eng + High Perf),2024-10
EMP01617,Product,Product Manager,IC1,MGR0161,Remote,22,Male,Bachelor's,4.4,2.0,2.5,2.99,0,3.56,2.1,3.61,2.74,1.46,1.0,1.57,55.0,5,50.3,30.5,2.37,3.63,Medium,1,19.9,7,192,1,0.0,0.22,0,0,0,-0.49,Significant Inflation,10.98,0.858,1.2,Optimal,3-7yr,0,0.533,-0.49,-1.74,0.378,Development Needed,0.097,Needs Support (Low Eng + Low Perf),2024-10
EMP01618,Engineering,Software Engineer,IC1,MGR0109,Remote,22,Female,Master's,0.5,0.2,3.4,3.26,1,3.58,3.84,3.61,3.89,-0.26,2.95,2.8,62.7,3,67.3,50.0,1.91,3.95,Low,45,15.8,3,182,3,5.7,0.55,0,0,0,0.24,Aligned,20.83,0.142,1.138,Optimal,0-1yr,0,0.239,0.0053,-0.94,0.449,Development Needed,0.275,Flight Risk (Low Eng + High Perf),2024-10
EMP01619,Operations,Operations Analyst,IC1,MGR0153,Remote,49,Male,PhD,2.0,0.7,1.0,1.31,0,1.69,1.0,3.61,1.23,0.69,1.49,1.38,35.1,3,37.9,37.3,1.0,3.27,Medium,0,14.5,1,168,2,2.5,0.0,0,0,0,-0.31,Slight Inflation,12.0,1.352,1.05,Optimal,1-3yr,0,0.403,-0.31,0.26,0.098,Not Yet Ready,0.0,Needs Support (Low Eng + Low Perf),2024-10
EMP01620,Marketing,Growth Manager,IC1,MGR0016,Hybrid,35,Male,Bachelor's,4.2,1.7,3.7,4.32,0,3.93,1.0,3.61,3.73,0.47,2.94,3.07,64.8,4,67.2,53.9,3.12,3.62,Medium,13,18.7,0,179,4,6.9,0.76,0,0,0,-0.82,Aligned,15.62,1.607,1.119,Optimal,3-7yr,0,0.463,-0.0631,-0.79,0.513,Ready in 12 Months,0.299,Flight Risk (Low Eng + High Perf),2024-10
EMP01621,Marketing,Marketing Analyst,IC2,MGR0136,Hybrid,30,Male,Bachelor's,1.3,0.7,5.0,5.0,0,5.0,1.0,3.61,5.0,0.0,3.17,4.2,99.1,5,87.0,69.5,2.2,3.86,Medium,21,26.7,0,175,4,4.4,0.84,0,0,1,0.0,Aligned,20.0,2.031,1.042,Optimal,1-3yr,0,0.396,0.0,-1.83,0.718,Ready in 6 Months,0.677,Star (High Eng + High Perf),2024-10
EMP01622,Sales,Account Executive,IC1,MGR0035,On-Site,32,Male,Associate's,3.6,2.2,2.5,2.11,0,2.17,2.31,3.61,2.28,-0.14,2.28,2.19,41.9,3,46.0,42.5,1.45,2.35,Medium,0,30.0,3,190,2,3.9,0.06,0,0,0,0.39,Aligned,14.37,0.794,1.188,Optimal,3-7yr,0,0.523,0.39,0.0,0.319,Not Yet Ready,0.14,Needs Support (Low Eng + Low Perf),2024-10
EMP01623,Operations,Operations Analyst,IC2,MGR0174,Remote,22,Male,PhD,1.8,0.8,2.9,2.79,0,2.98,3.21,3.61,3.08,-0.23,3.35,2.74,79.8,5,82.3,60.9,3.0,4.12,Medium,17,21.2,3,164,5,7.3,0.72,0,0,0,0.21,Aligned,16.5,0.319,0.976,Optimal,1-3yr,0,0.36,0.0124,0.27,0.441,Development Needed,0.288,Star (High Eng + High Perf),2024-10
EMP01624,Finance,Financial Analyst,Director,MGR0139,Remote,39,Male,Master's,5.7,3.9,2.8,3.43,0,3.14,2.48,3.04,2.89,0.66,2.61,2.65,73.1,8,64.5,47.2,3.08,3.54,Medium,10,28.0,3,182,11,4.0,0.84,0,0,0,-0.43,Slight Inflation,8.91,0.356,0.867,Under-Utilized,3-7yr,0,0.36,-0.043,-0.28,0.499,Development Needed,0.21,Flight Risk (Low Eng + High Perf),2024-10
EMP01625,Operations,Operations Analyst,IC3,MGR0189,Hybrid,51,Male,Bachelor's,0.5,0.3,4.4,4.19,1,4.65,4.15,3.04,4.42,0.5,3.45,3.08,82.5,7,76.3,81.4,4.23,3.97,Medium,35,43.0,1,217,8,10.5,1.15,0,0,1,0.31,Aligned,11.77,0.824,1.24,Stretched,0-1yr,0,0.568,0.0089,-0.97,0.595,Ready in 12 Months,0.651,Star (High Eng + High Perf),2024-10
EMP01626,Product,Product Manager,M2,MGR0044,On-Site,28,Male,Bachelor's,10.0,5.2,2.5,2.42,0,2.84,4.15,2.52,2.64,0.27,2.64,1.37,73.1,8,68.4,42.7,3.2,3.79,Medium,13,21.8,6,201,9,1.3,0.31,0,0,0,0.08,Aligned,8.86,0.864,1.031,Optimal,7+yr,0,0.387,0.0062,0.0,0.48,Development Needed,0.14,Needs Support (Low Eng + Low Perf),2024-10
EMP01627,Engineering,ML Engineer,IC1,MGR0139,Hybrid,54,Male,Bachelor's,0.8,0.6,5.0,5.0,0,5.0,4.88,2.52,4.96,0.12,2.64,3.64,98.3,4,100.0,97.3,4.61,1.93,Low,72,12.1,3,168,3,12.6,1.5,0,0,1,0.0,Aligned,25.0,1.398,1.05,Optimal,0-1yr,0,0.163,0.0,-2.32,0.707,Ready in 6 Months,0.967,Star (High Eng + High Perf),2024-10
EMP01628,Engineering,DevOps Engineer,IC2,MGR0139,Hybrid,34,Female,Bachelor's,0.7,0.4,1.5,1.83,0,2.0,1.31,2.52,1.53,0.69,2.64,1.0,31.2,5,29.3,11.3,2.49,3.8,High,0,19.4,7,185,6,0.0,0.08,0,1,0,-0.33,Slight Inflation,6.44,0.607,1.101,Optimal,0-1yr,0,0.687,-0.33,1.11,0.118,Not Yet Ready,0.0,Needs Support (Low Eng + Low Perf),2024-10
EMP01629,Product,Product Manager,IC3,MGR0150,Hybrid,48,Male,Bachelor's,7.3,6.4,2.6,2.51,0,2.76,1.98,2.52,1.53,0.78,2.26,1.21,55.0,7,51.0,52.4,2.31,3.4,Medium,0,16.5,2,211,8,5.7,0.48,0,0,0,-0.01,Slight Inflation,8.09,0.399,1.206,Stretched,7+yr,0,0.538,-0.01,0.73,0.393,Development Needed,0.174,Needs Support (Low Eng + Low Perf),2024-10
EMP01630,Operations,Supply Chain Specialist,IC1,MGR0085,Remote,37,Female,Master's,8.1,4.2,2.5,2.53,0,3.06,2.74,2.52,1.53,0.32,1.87,2.01,36.3,3,40.7,27.0,1.45,2.83,Medium,3,12.5,7,194,2,0.0,0.1,0,0,0,-0.03,Aligned,12.63,0.272,1.212,Stretched,7+yr,0,0.544,-0.01,0.34,0.343,Not Yet Ready,0.084,Needs Support (Low Eng + Low Perf),2024-10
EMP01631,Product,Product Manager,IC1,MGR0082,On-Site,37,Female,Bachelor's,0.5,0.4,4.2,4.79,1,3.71,3.32,2.52,3.6,0.39,2.38,2.61,86.7,6,90.9,71.6,3.8,3.6,Low,58,12.3,1,168,2,12.9,1.14,0,0,1,-0.79,Aligned,14.28,0.607,1.05,Optimal,0-1yr,0,0.163,-0.0136,-1.22,0.525,Ready in 12 Months,0.508,Star (High Eng + High Perf),2024-10
EMP01632,HR,Compensation Analyst,IC3,MGR0190,Hybrid,49,Female,Bachelor's,9.6,7.1,2.5,2.17,0,3.11,2.71,2.52,2.63,0.4,2.24,2.61,68.2,4,68.5,63.9,3.33,3.69,Low,30,23.7,2,172,9,3.5,0.59,0,0,0,0.33,Aligned,16.42,0.301,0.983,Optimal,7+yr,0,0.12,0.011,-0.39,0.468,Development Needed,0.236,Coachable (High Eng + Low Perf),2024-10
EMP01633,Customer Success,CS Manager,IC3,MGR0176,On-Site,41,Female,Bachelor's,1.3,1.1,2.9,2.79,0,3.95,2.71,2.52,3.33,1.03,2.23,2.84,71.7,5,74.2,46.2,3.49,4.33,Medium,10,23.9,2,184,7,5.9,0.51,0,0,0,0.21,Significant Inflation,14.28,0.777,1.051,Optimal,1-3yr,0,0.404,0.021,-1.1,0.425,Development Needed,0.208,Flight Risk (Low Eng + High Perf),2024-10
EMP01634,Product,Product Analyst,IC2,MGR0102,Hybrid,37,Male,Master's,3.9,3.4,3.1,2.62,0,3.24,2.92,2.52,2.91,0.32,2.49,2.42,88.6,5,92.2,39.5,4.09,4.59,Medium,15,16.4,7,199,5,5.5,0.89,0,0,0,0.38,Aligned,17.7,0.361,1.185,Optimal,3-7yr,0,0.52,0.0253,-0.42,0.506,Ready in 12 Months,0.157,Flight Risk (Low Eng + High Perf),2024-10
EMP01635,Marketing,Growth Manager,IC2,MGR0063,Hybrid,22,Female,Master's,0.5,0.2,3.0,2.8,0,3.78,2.88,2.52,3.03,0.9,2.49,1.94,80.1,3,84.8,58.1,3.38,3.62,Low,28,18.8,1,168,1,4.1,0.41,0,0,0,0.2,Slight Inflation,26.17,0.649,1.0,Optimal,0-1yr,0,0.12,0.0071,-0.54,0.404,Development Needed,0.28,Star (High Eng + High Perf),2024-10
EMP01636,Product,UX Researcher,IC2,MGR0179,Remote,22,Female,Master's,1.9,0.7,1.8,1.76,0,2.29,1.6,2.52,1.77,0.69,1.67,1.13,67.9,4,74.1,58.3,4.07,3.58,Medium,27,18.3,4,158,3,4.8,0.68,0,0,0,0.24,Slight Inflation,17.48,0.479,0.94,Optimal,1-3yr,0,0.36,0.0089,-0.1,0.273,Not Yet Ready,0.134,Coachable (High Eng + Low Perf),2024-10
EMP01637,Engineering,ML Engineer,IC1,MGR0173,Hybrid,38,Female,Bachelor's,2.4,1.7,2.1,2.12,0,2.13,1.89,2.52,1.87,0.24,1.49,1.42,58.1,4,53.4,42.5,2.91,3.77,Medium,2,17.4,1,184,3,0.0,0.34,0,0,0,-0.12,Aligned,14.1,0.318,1.15,Optimal,1-3yr,0,0.49,-0.06,-0.38,0.266,Not Yet Ready,0.096,Needs Support (Low Eng + Low Perf),2024-10
EMP01638,Marketing,Content Strategist,IC2,MGR0033,Remote,46,Male,Bachelor's,3.7,2.0,2.9,3.0,0,3.38,3.03,2.52,3.31,0.35,1.42,2.3,76.2,6,74.6,39.1,3.04,2.77,Medium,36,15.8,0,178,6,5.1,0.74,0,0,0,0.0,Aligned,12.83,0.432,1.06,Optimal,3-7yr,0,0.412,0.0,-1.89,0.482,Development Needed,0.152,Flight Risk (Low Eng + High Perf),2024-10
EMP01639,Engineering,DevOps Engineer,IC1,MGR0060,Hybrid,36,Male,Bachelor's,3.0,2.4,3.5,2.77,0,4.43,3.54,2.52,4.07,0.89,1.8,2.43,76.1,4,76.2,58.3,3.88,3.97,Medium,22,25.4,0,188,1,3.5,0.65,0,0,0,0.73,Slight Inflation,19.02,0.956,1.175,Optimal,1-3yr,0,0.512,0.0332,-2.27,0.549,Ready in 12 Months,0.341,Star (High Eng + High Perf),2024-10
EMP01640,Sales,Sales Manager,IC1,MGR0123,Hybrid,30,Male,Bachelor's,2.5,0.8,3.5,3.51,0,4.4,3.37,2.52,3.72,1.03,3.45,3.08,88.3,4,85.4,51.5,4.44,2.74,Medium,27,14.7,1,174,2,6.9,0.89,0,0,0,-0.01,Significant Inflation,22.05,0.941,1.088,Optimal,1-3yr,0,0.436,-0.0004,-0.27,0.534,Ready in 12 Months,0.308,Star (High Eng + High Perf),2024-10
EMP01641,Finance,Financial Analyst,Director,MGR0002,On-Site,22,Female,Associate's,12.8,10.0,5.0,5.0,0,4.69,4.86,4.38,4.64,-0.17,4.79,3.43,94.9,8,88.5,95.4,2.96,3.04,Medium,63,25.2,2,184,9,14.2,1.12,1,0,1,0.0,Aligned,11.96,0.243,0.876,Under-Utilized,7+yr,1,0.36,0.0,0.15,0.972,Ready Now,0.923,Star (High Eng + High Perf),2024-10
EMP01642,Engineering,DevOps Engineer,IC3,MGR0141,Hybrid,28,Female,High School,0.8,0.3,1.6,1.57,0,1.39,1.36,4.38,1.39,0.03,1.21,1.0,39.4,5,41.3,28.0,1.62,2.76,Medium,0,24.4,5,172,6,0.0,0.12,0,1,0,-0.07,Aligned,7.76,1.735,0.983,Optimal,0-1yr,0,0.36,-0.07,-0.18,0.127,Not Yet Ready,0.02,Needs Support (Low Eng + Low Perf),2024-10
EMP01643,Marketing,Content Strategist,IC3,MGR0194,Hybrid,36,Male,Master's,0.7,0.3,3.0,2.64,0,3.27,2.81,4.38,3.25,0.46,2.61,2.29,72.9,7,75.9,60.2,2.27,2.6,Medium,26,47.9,2,212,6,5.7,0.49,0,0,0,0.36,Aligned,10.31,0.807,1.211,Stretched,0-1yr,0,0.543,0.0138,-0.64,0.405,Development Needed,0.264,Star (High Eng + High Perf),2024-10
EMP01644,Sales,Account Executive,IC2,MGR0057,Remote,28,Female,Associate's,5.0,4.4,4.0,4.24,0,4.02,3.28,4.38,3.82,0.74,2.16,2.68,95.9,5,90.7,66.9,3.49,3.97,Medium,28,15.8,4,176,6,6.1,0.98,0,0,1,-0.24,Slight Inflation,19.14,0.561,1.048,Optimal,3-7yr,0,0.402,-0.0086,-1.66,0.669,Ready in 6 Months,0.517,Star (High Eng + High Perf),2024-10
EMP01645,Engineering,Data Engineer,IC2,MGR0171,Hybrid,27,Female,Master's,0.5,0.2,2.5,2.29,0,2.95,2.22,4.38,2.35,0.73,1.21,2.68,64.5,4,58.0,61.0,2.56,3.28,Medium,14,17.5,2,199,3,3.2,0.74,0,0,0,0.21,Slight Inflation,16.5,1.099,1.185,Optimal,0-1yr,0,0.52,0.015,-1.14,0.304,Not Yet Ready,0.217,Coachable (High Eng + Low Perf),2024-10
EMP01646,HR,Compensation Analyst,IC1,MGR0045,Remote,34,Male,Bachelor's,2.6,1.3,1.5,1.61,0,1.74,1.04,4.38,1.72,0.7,1.0,1.0,50.7,3,43.2,40.7,2.19,3.57,Medium,0,15.8,0,173,2,0.0,0.0,0,0,0,-0.11,Slight Inflation,16.9,1.761,1.081,Optimal,1-3yr,0,0.43,-0.11,-0.72,0.208,Not Yet Ready,0.044,Needs Support (Low Eng + Low Perf),2024-10
EMP01647,Product,Product Manager,IC1,MGR0031,Hybrid,46,Female,High School,2.6,0.9,2.0,2.22,0,2.12,1.84,4.38,1.95,0.28,1.0,1.15,73.9,4,64.0,39.3,3.25,3.59,Medium,1,18.0,2,179,1,0.0,0.17,0,1,0,-0.22,Aligned,18.35,1.393,1.119,Optimal,1-3yr,0,0.463,-0.22,-0.95,0.303,Not Yet Ready,0.079,Needs Support (Low Eng + Low Perf),2024-10
EMP01648,Finance,Finance Manager,IC1,MGR0138,On-Site,40,Female,Bachelor's,1.5,1.2,2.6,2.52,0,3.59,2.08,4.38,2.66,1.51,1.52,1.63,65.8,5,57.2,46.6,4.05,2.35,Medium,18,26.4,3,171,1,5.8,0.43,0,0,0,-0.02,Significant Inflation,12.88,1.169,1.069,Optimal,1-3yr,0,0.42,-0.0011,-1.14,0.342,Not Yet Ready,0.155,Needs Support (Low Eng + Low Perf),2024-10
EMP01649,Engineering,Data Engineer,M1,MGR0023,Remote,37,Male,Master's,10.7,7.7,3.0,3.01,1,3.61,3.02,3.58,3.4,0.59,2.85,2.03,80.0,8,81.4,73.0,3.76,2.16,Low,27,28.3,4,177,6,7.5,0.6,0,0,0,-0.01,Slight Inflation,10.04,0.332,0.957,Optimal,7+yr,0,0.12,-0.0004,-0.55,0.576,Ready in 12 Months,0.359,Star (High Eng + High Perf),2024-10
EMP01650,Sales,Account Executive,IC3,MGR0029,Remote,36,Female,Bachelor's,1.3,1.0,4.1,4.07,0,4.59,4.32,3.58,4.36,0.27,2.98,3.19,93.3,6,83.4,58.9,3.56,4.59,Medium,27,17.8,1,185,7,6.4,0.94,0,0,1,-0.07,Aligned,15.37,0.523,1.057,Optimal,1-3yr,0,0.409,-0.0026,-1.38,0.596,Ready in 12 Months,0.402,Star (High Eng + High Perf),2024-10
EMP01651,HR,HR Business Partner,IC2,MGR0031,Hybrid,39,Male,Bachelor's,1.4,0.9,2.0,2.32,0,1.98,1.79,3.58,2.13,0.19,1.73,1.72,54.4,6,56.3,53.3,1.97,2.6,Medium,27,24.0,2,205,4,1.6,0.7,0,1,0,-0.32,Aligned,9.3,0.983,1.22,Stretched,1-3yr,0,0.55,-0.0119,-0.4,0.254,Not Yet Ready,0.117,Needs Support (Low Eng + Low Perf),2024-10
EMP01652,Operations,Ops Manager,IC2,MGR0018,On-Site,34,Female,Master's,1.1,0.6,3.5,3.41,0,3.79,3.5,3.58,3.59,0.29,2.47,2.73,80.5,4,75.3,51.8,3.97,3.46,Medium,27,15.1,10,178,4,8.8,0.62,0,0,0,0.09,Aligned,20.2,0.15,1.06,Optimal,1-3yr,0,0.412,0.0033,-1.12,0.488,Development Needed,0.307,Flight Risk (Low Eng + High Perf),2024-10
EMP01653,Sales,Sales Manager,M2,MGR0011,Hybrid,31,Female,Bachelor's,0.6,0.2,2.5,2.66,0,2.75,2.23,2.52,2.5,0.52,2.47,1.73,52.3,8,56.9,45.1,3.46,3.06,Medium,7,21.7,8,179,9,0.0,0.0,0,0,0,-0.16,Slight Inflation,6.61,0.261,0.918,Optimal,0-1yr,0,0.36,-0.0229,-0.03,0.284,Not Yet Ready,0.137,Needs Support (Low Eng + Low Perf),2024-10
EMP01654,Product,Product Analyst,IC1,MGR0103,Remote,40,Female,Bachelor's,1.8,0.8,2.9,3.42,0,3.34,2.86,2.52,3.01,0.48,2.02,2.14,70.9,5,68.7,50.1,1.0,3.15,Medium,17,16.0,3,158,3,3.0,0.56,0,0,0,-0.42,Aligned,14.2,0.412,0.988,Optimal,1-3yr,0,0.36,-0.0247,-0.99,0.412,Development Needed,0.183,Flight Risk (Low Eng + High Perf),2024-10
EMP01655,Sales,Sales Development Rep,IC2,MGR0047,On-Site,33,Male,Bachelor's,4.6,2.8,3.6,2.78,0,3.62,3.88,2.52,3.71,-0.26,2.78,2.9,75.1,6,73.1,50.9,4.52,3.72,Medium,21,17.4,2,179,5,4.6,0.74,0,0,0,0.72,Aligned,11.97,0.722,1.065,Optimal,3-7yr,0,0.416,0.0343,-0.93,0.55,Ready in 12 Months,0.306,Flight Risk (Low Eng + High Perf),2024-10
EMP01656,HR,Compensation Analyst,IC2,MGR0003,On-Site,25,Male,Bachelor's,5.4,3.8,2.0,2.07,0,2.67,1.36,2.52,2.02,1.31,1.0,1.09,54.1,4,49.7,49.3,1.54,2.45,Medium,15,30.3,0,204,3,0.6,0.4,0,1,0,-0.07,Significant Inflation,12.88,0.717,1.214,Stretched,3-7yr,0,0.545,-0.0047,-1.02,0.331,Not Yet Ready,0.111,Needs Support (Low Eng + Low Perf),2024-10
EMP01657,Sales,Account Executive,M1,MGR0130,Remote,46,Male,Associate's,6.7,2.9,4.4,4.8,0,5.0,4.16,4.23,4.46,0.84,3.55,4.0,95.5,8,100.0,62.5,3.2,2.9,High,28,57.30000000000001,3,218,7,11.9,1.24,0,0,1,-0.3,Slight Inflation,11.69,0.466,1.178,Optimal,3-7yr,0,0.754,-0.0107,-0.91,0.745,Ready in 6 Months,0.533,Star (High Eng + High Perf),2024-10
EMP01658,HR,L&D Specialist,Director,MGR0182,On-Site,22,Female,Master's,0.9,0.3,1.7,1.27,0,2.11,1.44,1.0,1.52,0.67,1.57,1.0,37.4,8,39.2,49.1,2.59,4.2,Medium,5,23.8,0,177,11,0.4,0.31,0,0,0,0.23,Slight Inflation,4.79,0.559,0.843,Under-Utilized,0-1yr,0,0.36,0.046,0.05,0.134,Not Yet Ready,0.051,Needs Support (Low Eng + Low Perf),2024-10
EMP01659,Engineering,Data Engineer,IC1,MGR0072,Hybrid,47,Male,Master's,0.5,0.2,2.9,2.9,0,3.26,2.84,1.0,3.12,0.42,3.03,1.98,71.0,3,70.6,65.5,2.17,3.17,Medium,27,20.6,6,170,5,6.7,0.47,0,0,0,0.1,Aligned,23.3,1.202,1.062,Optimal,0-1yr,0,0.414,0.0037,-0.09,0.389,Development Needed,0.326,Star (High Eng + High Perf),2024-10
EMP01660,Customer Success,CS Specialist,M2,MGR0159,Hybrid,39,Female,Bachelor's,14.7,7.5,3.1,3.02,1,3.14,2.77,3.2,3.04,0.37,2.71,1.93,59.7,8,59.7,49.4,2.57,4.28,Medium,10,27.0,2,197,8,5.3,0.57,0,0,0,-0.02,Aligned,7.49,0.233,1.01,Optimal,7+yr,0,0.369,-0.002,-0.33,0.513,Ready in 12 Months,0.198,Flight Risk (Low Eng + High Perf),2024-10
EMP01661,HR,Compensation Analyst,M1,MGR0136,Hybrid,27,Male,PhD,0.5,0.2,4.5,3.78,1,5.0,2.77,4.43,4.47,1.01,4.34,2.52,98.1,6,100.0,81.4,3.14,3.71,Low,59,29.7,0,190,7,11.7,1.31,0,0,1,0.72,Significant Inflation,16.67,1.159,1.027,Optimal,0-1yr,0,0.143,0.0122,-0.13,0.636,Ready in 12 Months,0.69,Star (High Eng + High Perf),2024-10
EMP01662,HR,Recruiter,IC1,MGR0171,On-Site,35,Male,Bachelor's,12.9,5.1,4.0,3.49,0,4.43,4.05,4.43,4.32,0.38,2.51,3.2,83.6,4,86.3,65.2,3.78,3.79,Medium,22,21.6,7,178,2,9.4,0.67,1,0,1,0.51,Aligned,21.15,0.219,1.112,Optimal,7+yr,1,0.457,0.0232,-1.81,0.857,Ready Now,0.465,Star (High Eng + High Perf),2024-10
EMP01663,Finance,Finance Manager,IC2,MGR0176,Hybrid,31,Male,Bachelor's,7.1,2.3,2.5,2.89,0,3.02,2.36,4.43,2.67,0.66,1.57,1.82,65.8,6,66.9,42.6,2.52,3.47,Medium,0,16.6,2,184,5,2.5,0.66,0,0,0,-0.39,Slight Inflation,10.73,1.057,1.095,Optimal,7+yr,0,0.442,-0.39,-1.1,0.439,Development Needed,0.136,Needs Support (Low Eng + Low Perf),2024-10
EMP01664,HR,L&D Specialist,IC2,MGR0130,Remote,41,Non-Binary,Bachelor's,9.7,7.9,2.4,2.64,0,2.92,2.63,4.43,2.77,0.29,2.79,1.91,75.0,5,64.8,40.8,2.56,5.0,Medium,20,28.7,5,182,6,4.1,0.63,0,0,0,-0.14,Aligned,14.88,0.966,1.083,Optimal,7+yr,0,0.432,-0.007,0.02,0.494,Development Needed,0.144,Needs Support (Low Eng + Low Perf),2024-10
EMP01665,HR,HR Business Partner,Director,MGR0022,On-Site,41,Female,Associate's,2.0,0.9,4.6,5.0,0,4.5,4.76,4.55,2.77,-0.26,3.63,4.0,94.7,8,100.0,67.0,4.44,2.64,Low,32,27.2,6,175,8,11.5,1.15,1,0,1,-0.5,Aligned,11.9,0.138,0.833,Under-Utilized,1-3yr,0,0.12,-0.0156,0.86,0.721,Ready in 6 Months,0.578,Star (High Eng + High Perf),2024-10
