EmployeeID,Department,JobRole,JobLevel,ManagerID,LocationType,Age,Gender,EducationLevel,YearsAtCompany,YearsSinceLastPromotion,PerformanceRating,HistoricalRatingAvg,CalibrationAdjustedFlag,SelfRating,PeerAvgRating,SubordinateAvgRating,Overall360Score,SelfOtherGap,Leadership360,Collaboration360,OKRCompletionPct,NumOKRsAssigned,WeightedGoalAttainment,EngagementScore,JobSatisfaction,WorkLifeBalanceRating,BurnoutRisk,TrainingHoursLastYear,OvertimeHoursMonthly,AbsenteeismDays,AvgMonthlyHours,ProjectsHandled,PercentSalaryHikeLast,BonusPayoutPct,HighPotentialFlag,PIPHistoryFlag
EMP01255,Marketing,Growth Manager,Director,MGR0155,Hybrid,47,Male,Bachelor's,3.9,1.3,3.5,4.01,1,4.34,3.77,3.65,3.92,0.57,2.95,3.23,83.4,8,81.4,64.5,2.75,2.55,Medium,56,40.6,3,203,11,8.5,0.93,0,0
EMP01256,Sales,Sales Development Rep,Director,MGR0189,On-Site,37,Female,Master's,2.2,0.7,1.5,1.6,1,1.56,1.1,1.44,,0.46,1.0,1.0,65.1,8,56.1,30.6,2.15,4.38,Medium,10,22.0,3,199,9,1.6,0.74,0,1
EMP01257,Operations,Ops Manager,M1,MGR0019,On-Site,24,Female,Associate's,1.2,0.8,2.0,2.3,0,3.15,1.92,1.23,2.1,1.23,1.54,1.1,48.0,6,48.2,41.8,1.78,2.93,Medium,0,22.8,0,192,7,2.4,0.06,0,1
EMP01258,HR,Compensation Analyst,IC3,MGR0051,Hybrid,39,Female,Bachelor's,2.3,1.4,2.5,2.45,1,2.88,3.27,,3.02,-0.39,,2.44,69.2,5,62.9,35.9,3.57,1.38,Medium,11,28.2,4,192,8,6.0,0.48,0,0
EMP01259,Customer Success,Onboarding Manager,IC3,MGR0064,Hybrid,42,Male,PhD,7.4,4.6,3.5,3.67,0,3.42,3.47,,3.53,-0.05,1.78,2.65,77.3,5,73.7,69.8,3.83,3.81,Medium,24,18.1,1,177,2,7.5,0.87,0,0
EMP01260,HR,Compensation Analyst,M1,MGR0130,On-Site,34,Male,Bachelor's,10.5,8.1,2.0,2.37,0,2.35,2.15,2.51,2.34,0.2,2.47,1.81,70.5,8,68.4,39.3,2.78,4.52,Medium,3,22.4,1,183,8,2.7,0.49,0,1
EMP01261,Product,Product Analyst,IC2,MGR0164,Hybrid,40,Non-Binary,PhD,2.7,1.4,4.0,4.23,0,4.79,4.39,,4.47,0.4,2.74,,85.1,6,89.3,60.0,5.0,2.08,Low,38,15.8,5,186,5,7.1,0.87,1,0
EMP01262,HR,HR Business Partner,IC2,MGR0128,Remote,22,Male,Associate's,3.3,3.0,2.5,2.47,0,2.37,,,2.25,0.28,,1.54,53.3,5,53.1,45.4,2.85,3.14,Medium,15,23.4,1,192,7,0.0,0.44,0,0
EMP01263,Product,UX Researcher,IC3,MGR0139,Hybrid,22,Male,Bachelor's,1.2,1.0,2.0,2.06,0,3.08,1.19,,2.18,1.89,2.83,,74.0,7,69.2,44.3,2.95,4.93,Medium,9,25.7,0,195,4,4.9,0.58,0,0
EMP01264,Product,UX Researcher,IC2,MGR0196,Remote,25,Male,Bachelor's,2.9,0.9,2.0,1.34,0,2.51,1.31,,2.01,1.2,1.11,1.0,60.1,6,60.9,45.2,2.93,4.32,Medium,0,16.7,5,194,5,1.5,0.35,0,0
EMP01265,Operations,Supply Chain Specialist,IC2,MGR0196,On-Site,36,Female,PhD,5.5,4.6,3.5,3.91,0,3.34,,,3.45,0.35,2.6,2.26,85.4,7,76.7,81.4,3.0,4.58,Low,32,19.2,4,186,4,8.4,0.62,0,0
EMP01266,HR,HR Business Partner,IC2,MGR0064,Hybrid,47,Female,Master's,2.7,1.9,3.0,2.89,0,3.09,2.75,,2.93,0.34,1.51,2.41,56.5,5,59.6,65.8,1.83,2.75,Medium,18,18.8,3,196,8,3.4,0.53,0,0
EMP01267,Product,Product Manager,IC3,MGR0001,Hybrid,25,Male,Master's,1.4,0.8,3.0,3.07,0,3.13,3.07,,2.99,0.06,2.08,2.34,56.9,5,51.2,28.7,2.3,2.89,Medium,0,28.0,0,215,7,6.7,0.27,0,0
EMP01268,Finance,Accountant,M1,MGR0089,Remote,28,Female,Master's,3.5,2.3,3.0,2.99,1,3.74,3.23,3.14,3.37,0.51,,2.4,60.3,8,59.6,42.2,1.58,4.25,Medium,21,27.0,3,171,10,5.2,0.66,0,0
EMP01269,Marketing,Marketing Analyst,IC1,MGR0026,Hybrid,35,Male,Bachelor's,11.7,9.4,1.0,1.3,1,1.0,1.0,,,0.0,1.36,1.0,10.0,4,9.0,15.2,2.12,3.39,Medium,0,12.6,0,173,4,0.0,0.0,0,0
EMP01270,Sales,Sales Development Rep,M2,MGR0139,On-Site,31,Male,PhD,8.8,7.7,3.5,3.33,0,4.42,4.15,3.32,3.96,0.27,2.53,3.09,83.0,8,77.3,50.3,3.62,4.22,Medium,42,21.3,1,173,7,4.3,1.09,0,0
EMP01271,Sales,Account Executive,IC3,MGR0087,Remote,30,Female,Bachelor's,5.9,3.8,2.5,2.75,0,3.26,2.86,,2.81,0.4,2.48,2.63,68.3,7,65.3,54.4,2.29,2.98,Medium,6,30.7,1,190,7,5.6,0.45,0,0
EMP01272,Operations,Ops Manager,M1,MGR0002,Hybrid,31,Female,Associate's,1.3,0.5,1.0,1.0,0,1.97,,1.63,1.53,0.97,2.45,1.0,45.9,7,43.2,40.4,1.53,3.93,High,0,44.9,0,224,9,0.0,0.0,0,1
EMP01273,HR,L&D Specialist,IC3,MGR0093,On-Site,45,Female,Bachelor's,1.1,0.8,2.0,2.34,1,2.32,2.73,,2.36,-0.41,2.58,2.21,45.6,5,49.4,34.1,2.62,2.78,Medium,7,24.1,1,199,9,0.0,0.05,0,1
EMP01274,HR,Recruiter,M1,MGR0168,Hybrid,43,Female,Master's,7.3,2.5,2.0,2.77,0,2.79,2.11,2.58,2.49,0.68,1.0,1.47,59.1,8,53.6,52.5,3.21,2.38,Low,23,21.6,3,185,7,1.7,0.64,0,0
EMP01275,Product,Product Manager,IC1,MGR0119,Hybrid,35,Female,Bachelor's,0.8,0.5,2.0,2.25,0,2.2,1.88,,2.37,0.32,1.75,1.42,46.8,4,41.9,29.6,2.5,3.35,Medium,0,14.0,1,178,1,0.1,0.0,0,1
EMP01276,Customer Success,CS Manager,M1,MGR0132,Hybrid,48,Female,Bachelor's,3.7,2.9,3.5,3.57,0,4.21,3.07,3.48,,1.14,3.64,2.82,85.9,8,84.1,65.3,2.3,2.61,Medium,18,28.9,3,183,7,10.4,0.66,0,0
EMP01277,Engineering,DevOps Engineer,IC1,MGR0080,Hybrid,39,Female,Bachelor's,2.3,1.2,3.0,3.61,0,3.34,2.51,,2.87,0.83,1.79,1.88,87.5,2,95.1,57.8,1.98,2.0,Medium,28,20.1,0,193,3,6.4,0.89,0,0
EMP01278,Product,Product Analyst,M2,MGR0111,Remote,44,Female,Master's,2.5,0.9,3.0,3.1,0,4.02,3.23,2.63,3.29,0.79,2.56,,77.4,8,75.5,56.6,2.91,1.9,Medium,17,39.2,3,194,9,8.2,0.86,0,0
EMP01279,Marketing,Marketing Analyst,Director,MGR0165,Remote,28,Non-Binary,Master's,2.4,1.7,1.0,1.0,1,1.41,1.0,1.57,1.33,0.41,1.14,1.17,28.3,8,30.9,17.6,2.17,3.67,High,0,40.7,0,207,12,0.0,0.0,0,0
EMP01280,Finance,Financial Analyst,IC2,MGR0126,Hybrid,29,Non-Binary,Associate's,9.2,4.6,2.0,1.77,0,1.96,2.05,,2.01,-0.09,2.08,,62.7,5,56.2,58.9,2.48,3.15,Low,2,16.9,0,171,5,5.1,0.59,0,1
EMP01281,Sales,Account Executive,IC1,MGR0189,On-Site,29,Male,Bachelor's,0.5,0.2,2.5,2.08,1,3.41,2.0,,2.68,1.41,1.61,1.51,66.8,3,56.9,52.2,3.34,2.48,Medium,22,25.0,1,179,2,4.6,0.36,0,0
EMP01282,Product,Product Manager,M1,MGR0005,Remote,34,Female,Master's,6.1,4.4,2.5,2.71,0,2.88,2.59,2.43,2.63,0.29,3.11,2.13,67.0,7,62.0,50.0,3.69,3.33,Medium,1,20.3,2,191,7,6.0,0.36,0,0
EMP01283,Engineering,Software Engineer,IC2,MGR0143,Remote,35,Male,Master's,7.2,6.3,3.5,3.41,0,3.59,3.43,,3.52,0.16,3.26,3.06,75.2,6,76.0,47.6,2.36,3.71,Medium,15,26.2,3,183,5,0.0,0.55,0,0
EMP01284,Engineering,Software Engineer,M1,MGR0195,Hybrid,37,Male,Bachelor's,11.5,8.6,2.0,1.77,0,2.07,1.52,3.27,2.29,0.55,1.02,1.26,54.2,8,54.1,40.7,1.36,3.54,Medium,0,19.5,2,182,7,1.5,0.26,0,0
EMP01285,Product,UX Researcher,IC1,MGR0026,On-Site,50,Female,Bachelor's,2.4,1.4,3.5,3.46,0,3.44,2.9,,3.22,0.54,1.77,2.11,78.9,3,71.9,50.3,3.8,3.6,Medium,33,15.4,0,172,1,6.7,0.79,0,0
EMP01286,Operations,Operations Analyst,IC1,MGR0006,Remote,40,Male,Master's,2.8,1.8,4.5,4.27,0,4.23,4.41,,4.11,-0.18,3.35,3.56,89.9,3,91.3,58.6,5.0,3.59,Low,33,12.7,5,176,3,9.6,0.69,1,0
EMP01287,Sales,Sales Manager,Director,MGR0123,On-Site,30,Male,Bachelor's,13.0,5.0,3.5,3.45,0,3.63,3.64,3.56,,-0.01,2.94,2.44,81.6,8,86.3,58.8,3.33,2.75,Medium,43,24.8,3,185,12,7.6,0.74,0,0
EMP01288,Operations,Supply Chain Specialist,IC3,MGR0044,Remote,34,Female,Bachelor's,2.5,2.0,3.5,3.11,0,3.88,3.77,,3.67,0.11,2.71,2.74,75.4,6,77.0,46.8,2.47,3.71,Medium,10,19.1,7,181,4,3.3,0.27,0,0
EMP01289,Finance,Financial Analyst,M1,MGR0058,On-Site,47,Male,Master's,2.8,1.9,4.5,4.54,0,4.65,4.48,4.9,4.68,0.17,3.27,3.68,100.0,6,100.0,75.1,4.91,2.28,Medium,50,26.8,4,190,7,9.5,1.41,0,0
EMP01290,Engineering,DevOps Engineer,IC2,MGR0081,Hybrid,41,Male,Bachelor's,1.6,1.4,4.0,3.68,0,2.79,3.62,,3.5,-0.83,2.47,2.91,93.3,6,86.5,85.2,3.92,3.46,Low,31,24.0,0,198,7,7.7,0.97,0,0
EMP01291,Engineering,Data Engineer,IC3,MGR0046,Hybrid,46,Female,Master's,0.5,0.4,3.0,2.95,0,2.69,2.91,,3.07,-0.22,2.41,2.45,77.0,6,75.6,59.3,3.06,2.52,Medium,13,23.1,4,177,3,5.6,0.39,0,0
EMP01292,Marketing,Growth Manager,IC3,MGR0102,Hybrid,31,Male,Associate's,2.3,1.2,2.5,2.63,0,3.18,2.52,,2.46,0.66,2.29,2.15,81.3,6,70.0,51.3,2.64,1.78,Medium,20,27.8,6,214,5,3.5,0.26,0,0
EMP01293,Finance,Financial Analyst,IC3,MGR0170,On-Site,29,Male,Master's,4.3,3.8,4.5,4.28,0,4.75,4.13,,4.58,0.62,3.97,3.55,85.5,7,80.3,61.4,3.67,1.8,Medium,41,20.8,5,177,7,8.5,1.14,1,0
EMP01294,Engineering,Software Engineer,IC3,MGR0048,Remote,29,Male,Master's,4.7,4.1,3.5,3.75,0,3.12,3.24,,3.52,-0.12,3.35,,97.6,8,100.0,57.0,2.87,1.66,Medium,27,23.9,1,177,6,7.8,0.9,0,0
EMP01295,Finance,FP&A Analyst,IC3,MGR0114,Remote,31,Male,Bachelor's,0.5,0.3,1.5,1.12,0,1.66,1.41,,1.49,0.25,1.37,1.43,52.4,6,54.9,23.7,3.87,3.63,Medium,0,19.6,2,178,6,3.5,0.16,0,0
EMP01296,Sales,Account Executive,IC2,MGR0155,Hybrid,26,Female,PhD,6.5,3.3,4.5,4.95,0,4.85,4.48,,4.58,0.37,3.53,3.72,87.9,3,95.3,81.4,3.07,4.23,Low,36,19.9,3,186,5,5.8,1.05,1,0
EMP01297,HR,HR Business Partner,IC2,MGR0020,On-Site,37,Female,Bachelor's,2.7,2.0,3.5,4.21,1,4.18,2.96,,3.51,1.22,1.81,2.52,65.3,5,71.3,55.4,1.0,4.2,Medium,15,15.2,4,165,2,6.0,0.43,0,0
EMP01298,Engineering,Data Engineer,M1,MGR0198,On-Site,37,Male,Master's,2.9,1.3,2.5,2.44,0,2.53,2.21,2.34,,0.32,2.51,1.52,61.3,7,67.0,40.2,2.51,3.73,Medium,18,25.6,6,197,6,0.0,0.54,0,0
EMP01299,Marketing,Content Strategist,IC1,MGR0115,Hybrid,45,Female,High School,13.1,8.9,1.5,1.59,0,2.05,1.45,,1.86,0.6,1.82,1.0,38.1,3,33.9,32.1,2.35,3.06,Medium,3,13.8,0,172,4,0.0,0.0,0,1
EMP01300,Sales,Sales Manager,IC3,MGR0163,Hybrid,22,Female,Master's,1.3,0.4,3.0,3.45,0,3.29,3.07,,3.01,0.22,2.73,2.3,66.7,6,58.7,57.5,4.02,2.05,Medium,21,20.9,1,158,7,3.1,0.25,0,0
EMP01301,Product,Product Manager,IC1,MGR0076,Remote,27,Male,Master's,5.7,3.9,3.0,3.12,0,3.15,2.95,,3.15,0.2,,2.93,60.2,3,64.3,42.0,2.68,3.56,Medium,25,20.8,2,191,2,1.8,0.61,0,0
EMP01302,Finance,Finance Manager,IC3,MGR0176,On-Site,41,Female,Bachelor's,3.4,3.0,4.5,4.93,0,5.0,4.5,,4.47,0.5,2.97,4.01,96.6,5,91.4,77.2,2.88,3.82,Low,38,20.5,3,177,9,7.9,1.26,1,0
EMP01303,Product,UX Researcher,IC3,MGR0195,On-Site,36,Female,Bachelor's,4.8,2.1,3.5,3.08,0,3.42,3.49,,3.31,-0.07,2.27,2.53,79.1,6,74.3,65.5,4.33,3.1,Medium,38,18.0,2,173,6,12.2,0.7,0,0
EMP01304,Operations,Operations Analyst,IC1,MGR0196,Hybrid,35,Female,Master's,2.2,1.7,3.0,2.92,0,3.68,2.61,,3.14,1.07,2.1,2.08,61.9,3,60.9,44.9,2.18,4.02,Medium,19,20.8,2,188,2,3.0,0.41,0,0
EMP01305,Sales,Account Executive,IC1,MGR0121,Hybrid,45,Male,Bachelor's,1.3,0.6,3.0,3.52,1,2.84,3.38,,2.94,-0.54,2.43,2.46,77.9,3,75.0,61.4,3.6,2.58,Medium,24,27.3,1,186,4,0.2,0.6,0,0
EMP01306,Product,UX Researcher,IC1,MGR0180,On-Site,26,Male,Master's,3.2,2.3,3.5,3.64,1,3.57,3.27,,3.31,0.3,1.52,2.38,77.0,4,69.8,75.1,2.68,3.91,Low,41,17.6,0,170,3,7.5,1.05,0,0
EMP01307,Customer Success,CS Specialist,IC3,MGR0109,On-Site,29,Male,Bachelor's,1.9,1.4,3.0,3.22,0,3.15,2.64,,3.13,0.51,1.74,,65.8,4,69.8,78.4,2.39,2.88,Low,19,22.5,1,177,5,7.1,0.64,0,0
EMP01308,Customer Success,CS Specialist,M1,MGR0068,Hybrid,28,Male,PhD,1.0,0.4,2.5,2.7,1,2.76,1.89,2.79,2.48,0.87,,1.07,59.6,7,64.2,55.1,2.4,3.78,Medium,11,22.0,0,169,5,4.1,0.41,0,0
EMP01309,Engineering,Data Engineer,IC1,MGR0132,Hybrid,22,Female,Bachelor's,7.3,4.8,2.5,2.87,0,1.78,2.22,,2.2,-0.44,2.71,1.92,58.7,3,60.8,29.7,1.86,4.21,Medium,19,19.0,0,181,3,0.9,0.36,0,0
EMP01310,Finance,Accountant,IC3,MGR0167,Hybrid,36,Male,Master's,2.6,2.1,3.5,3.39,0,3.84,3.16,,3.62,0.68,2.66,2.51,78.8,5,67.9,63.0,2.05,2.46,Low,12,21.5,0,189,4,1.0,0.96,0,0
EMP01311,HR,HR Business Partner,IC2,MGR0149,Hybrid,30,Female,Master's,7.5,4.0,3.0,3.44,0,2.57,2.77,,2.59,-0.2,2.63,2.52,77.1,5,67.8,59.3,2.78,2.84,Medium,22,25.0,3,203,5,5.6,0.45,0,0
EMP01312,Sales,Sales Development Rep,IC2,MGR0066,Hybrid,29,Male,Master's,2.6,1.9,2.5,2.67,1,2.87,2.51,,2.51,0.36,1.89,2.07,75.0,4,70.2,61.9,2.89,2.7,Low,40,16.2,1,161,5,4.0,0.46,0,0
EMP01313,Engineering,Software Engineer,M2,MGR0144,Hybrid,27,Male,Bachelor's,3.3,2.3,1.0,1.0,1,1.41,1.32,1.18,1.3,0.09,1.26,1.5,33.4,8,33.0,26.7,3.43,4.1,Medium,0,25.3,4,188,6,0.0,0.0,0,0
EMP01314,Marketing,Marketing Analyst,IC2,MGR0135,Hybrid,34,Female,Master's,21.4,9.7,2.0,2.27,0,2.69,,,2.09,0.51,1.05,1.76,55.3,5,55.4,41.4,2.53,4.08,Medium,11,17.0,0,173,4,0.0,0.26,0,1
EMP01315,Operations,Supply Chain Specialist,IC2,MGR0083,Hybrid,28,Male,Bachelor's,12.1,10.0,3.0,3.32,0,2.77,2.2,,2.47,0.57,2.58,2.05,80.5,5,70.4,62.4,3.37,2.96,Medium,23,14.8,1,179,8,3.9,0.54,0,0
EMP01316,Finance,Accountant,IC1,MGR0009,Hybrid,36,Female,Bachelor's,1.3,0.8,1.0,1.16,1,1.39,1.25,,1.21,0.14,1.0,1.07,27.6,2,30.1,27.8,2.05,3.69,Medium,0,15.9,1,177,3,3.5,0.06,0,0
EMP01317,Sales,Account Executive,IC1,MGR0017,Remote,38,Male,Bachelor's,8.1,4.2,4.5,4.96,0,4.78,4.58,,4.67,0.2,3.37,3.69,88.9,4,87.3,69.8,3.9,2.81,Medium,33,36.5,0,184,2,8.7,0.81,1,0
EMP01318,Customer Success,CS Specialist,IC2,MGR0113,On-Site,32,Male,Master's,2.0,0.8,4.0,4.15,0,4.07,4.53,,,-0.46,3.38,3.99,71.5,5,68.5,92.4,3.5,2.57,Low,20,18.9,1,175,5,6.2,1.04,0,0
EMP01319,Sales,Sales Development Rep,IC1,MGR0140,Hybrid,32,Female,Bachelor's,0.5,0.3,3.5,3.35,0,3.37,3.18,,3.23,0.19,2.86,2.57,68.9,2,61.8,51.4,3.79,3.62,Low,13,18.3,3,181,4,4.5,0.73,0,0
EMP01320,HR,Recruiter,IC3,MGR0185,Remote,36,Female,High School,3.4,2.5,4.0,4.29,0,4.33,3.55,,3.85,0.78,2.7,2.89,85.5,6,93.0,54.6,3.53,3.69,Low,40,26.8,1,184,6,7.1,0.58,1,0
EMP01321,Customer Success,Onboarding Manager,IC2,MGR0173,Hybrid,34,Male,Master's,15.1,10.0,3.5,3.48,0,4.33,3.7,,3.83,0.63,2.79,2.75,70.8,5,68.1,61.1,3.16,2.43,Medium,42,47.5,0,189,2,4.7,0.73,0,0
EMP01322,HR,HR Business Partner,IC2,MGR0120,On-Site,45,Male,Bachelor's,14.6,10.0,3.0,2.6,0,3.2,3.16,,3.25,0.04,,2.54,53.1,5,46.7,36.3,2.29,3.15,Medium,8,18.2,1,175,4,5.0,0.44,0,0
EMP01323,Marketing,Growth Manager,IC1,MGR0011,On-Site,37,Female,Master's,0.5,0.4,2.0,1.67,0,2.8,1.66,,2.4,1.14,1.87,1.0,45.4,4,45.5,23.2,2.64,3.02,Medium,0,17.8,0,185,2,2.3,0.11,0,1
EMP01324,Operations,Supply Chain Specialist,IC2,MGR0141,Hybrid,43,Non-Binary,PhD,5.9,3.3,4.0,4.58,1,4.76,3.81,,4.22,0.95,3.42,2.92,87.8,5,82.3,53.8,4.31,1.69,Medium,38,41.7,2,210,5,8.8,0.87,1,0
EMP01325,Marketing,Growth Manager,IC3,MGR0159,On-Site,39,Female,Bachelor's,6.5,4.0,4.5,4.62,0,3.94,4.57,,4.07,-0.63,3.84,3.76,89.5,7,94.1,62.7,4.24,2.78,Medium,48,20.5,0,190,6,10.3,0.77,1,0
EMP01326,Engineering,ML Engineer,Director,MGR0026,Remote,24,Male,Master's,1.8,1.6,2.5,2.53,0,2.46,2.52,2.96,,-0.06,3.1,1.97,43.4,8,42.8,71.7,2.05,3.32,Medium,16,34.5,5,194,12,2.1,0.04,0,0
EMP01327,Engineering,Data Engineer,IC1,MGR0063,On-Site,30,Non-Binary,Master's,4.3,3.8,1.5,1.73,1,1.58,1.39,,1.61,0.19,1.42,1.05,46.8,3,41.0,28.1,2.3,2.62,Medium,0,16.7,0,171,1,0.0,0.2,0,0
EMP01328,Marketing,Growth Manager,M2,MGR0159,Remote,34,Male,Bachelor's,2.7,1.5,2.5,2.66,1,3.33,,2.31,2.69,0.9,3.03,,74.0,8,76.7,52.5,4.15,2.53,Medium,18,22.1,1,186,11,0.0,0.41,0,0
EMP01329,Operations,Supply Chain Specialist,IC3,MGR0022,Remote,41,Male,PhD,1.0,0.7,2.5,2.46,0,2.79,2.11,,2.46,0.68,2.43,2.16,59.9,6,55.5,40.5,3.4,3.19,Medium,0,38.0,2,196,9,4.7,0.56,0,0
EMP01330,Marketing,Growth Manager,IC3,MGR0134,Hybrid,50,Female,Bachelor's,5.7,2.6,3.5,3.81,0,4.32,3.33,,3.95,0.99,2.41,2.54,80.6,4,76.7,57.4,3.46,3.2,Medium,17,26.0,8,172,3,6.2,0.58,0,0
EMP01331,Operations,Ops Manager,IC2,MGR0148,Hybrid,31,Male,Bachelor's,1.2,0.5,4.0,3.84,0,4.25,3.42,,4.15,0.83,3.14,3.0,85.7,5,89.4,84.6,3.16,3.35,Low,34,29.9,1,180,6,8.0,0.87,0,0
EMP01332,Operations,Ops Manager,IC1,MGR0010,Hybrid,35,Male,PhD,1.7,1.3,1.5,1.46,0,2.33,1.4,,1.64,0.93,1.7,1.11,26.3,4,23.0,42.3,2.2,3.2,Medium,0,13.0,1,179,2,0.0,0.0,0,0
EMP01333,Product,Product Manager,IC1,MGR0083,On-Site,41,Male,Master's,0.8,0.4,4.0,4.52,1,4.48,3.42,,4.3,1.06,3.49,2.89,100.0,2,100.0,67.8,5.0,3.79,Medium,49,21.8,4,179,3,8.1,1.02,0,0
EMP01334,Customer Success,Onboarding Manager,IC3,MGR0163,On-Site,34,Male,Associate's,5.1,2.1,3.0,3.12,0,3.26,2.51,,3.01,0.75,2.21,2.61,69.0,5,70.7,46.1,2.88,3.79,Medium,35,24.2,0,174,6,5.7,0.44,0,0
EMP01335,Finance,Financial Analyst,IC2,MGR0026,Hybrid,48,Female,Master's,2.5,1.9,4.0,3.73,0,4.77,5.0,,4.92,-0.23,2.8,4.28,90.4,6,81.2,67.4,1.41,3.87,Low,16,19.3,0,171,6,6.3,0.95,1,0
EMP01336,Operations,Supply Chain Specialist,M2,MGR0071,Hybrid,24,Female,Master's,2.3,2.0,4.0,3.71,0,4.1,3.24,3.45,3.6,0.86,3.64,2.97,80.5,8,69.6,69.3,4.68,4.1,Medium,27,21.2,2,185,9,5.6,0.54,0,0
EMP01337,HR,L&D Specialist,IC2,MGR0037,Remote,40,Male,PhD,3.7,3.2,3.5,2.86,0,4.61,3.74,,3.89,0.87,2.29,2.87,80.8,7,79.7,63.0,4.03,3.99,Medium,30,18.3,0,160,3,7.3,0.81,0,0
EMP01338,Operations,Supply Chain Specialist,IC1,MGR0136,Remote,40,Male,Bachelor's,0.7,0.5,3.5,2.99,0,3.22,3.5,,3.1,-0.28,2.48,2.77,84.3,4,79.6,62.2,2.49,2.64,Medium,36,19.7,2,179,3,5.6,0.69,0,0
EMP01339,Operations,Supply Chain Specialist,IC3,MGR0133,Hybrid,44,Female,Master's,9.1,5.3,3.0,2.98,0,3.13,3.01,,3.04,0.12,2.49,2.08,88.8,6,76.1,47.1,3.04,2.22,Medium,21,25.1,2,190,3,5.3,0.64,0,0
EMP01340,Operations,Ops Manager,IC2,MGR0172,Remote,35,Female,Master's,2.5,1.0,3.5,3.35,0,3.84,3.03,,3.6,0.81,2.61,2.24,65.7,4,65.9,47.8,2.98,3.73,Low,25,15.0,1,185,2,6.3,0.52,0,0
EMP01341,Product,Product Manager,IC2,MGR0126,Hybrid,42,Male,Bachelor's,1.8,1.4,3.0,3.23,0,3.0,3.16,,3.35,-0.16,2.75,2.59,57.6,7,53.4,42.4,2.4,4.28,Medium,11,18.7,1,179,6,5.2,0.38,0,0
EMP01342,Customer Success,Onboarding Manager,IC3,MGR0115,Hybrid,33,Non-Binary,Master's,0.5,0.4,2.0,2.12,1,2.46,1.26,,1.82,1.2,2.11,1.0,38.4,7,35.7,23.2,2.07,2.66,Medium,3,20.4,10,161,6,0.0,0.07,0,1
EMP01343,Product,UX Researcher,M2,MGR0092,Remote,28,Female,Bachelor's,0.7,0.6,1.5,1.02,0,1.75,1.23,1.72,1.57,0.52,1.66,1.05,58.9,8,52.4,46.7,2.94,3.84,Medium,12,32.3,4,198,8,1.6,0.21,0,0
EMP01344,Engineering,ML Engineer,M1,MGR0195,Hybrid,27,Male,Master's,10.1,7.6,3.0,2.94,0,3.43,,2.92,3.09,0.52,1.97,2.19,64.3,8,56.9,33.4,4.09,4.59,Medium,14,18.3,1,182,8,4.9,0.5,0,0
EMP01345,Product,UX Researcher,IC3,MGR0200,Remote,23,Male,Master's,2.4,0.7,2.5,2.88,0,2.44,2.98,,2.77,-0.54,2.78,2.43,64.2,5,56.9,44.0,2.15,3.09,Medium,3,28.3,0,203,4,5.2,0.19,0,0
EMP01346,HR,L&D Specialist,IC3,MGR0117,Hybrid,31,Male,Associate's,5.1,2.8,1.5,2.06,0,1.39,1.63,,1.51,-0.24,1.0,1.51,66.8,6,71.5,42.5,3.23,2.14,Medium,14,28.2,4,203,3,4.8,0.22,0,1
EMP01347,HR,HR Business Partner,M2,MGR0049,On-Site,37,Female,Bachelor's,0.5,0.3,4.0,4.45,0,4.29,3.75,3.93,3.99,0.54,3.06,3.18,100.0,7,98.3,80.2,3.32,4.32,Medium,60,29.6,3,190,9,10.6,0.93,0,0
EMP01348,Product,Product Manager,IC2,MGR0036,Hybrid,33,Male,Master's,4.1,3.4,4.0,4.33,0,4.59,3.8,,3.89,0.79,2.62,3.17,76.1,5,73.6,62.7,4.26,3.71,Medium,17,32.4,0,183,6,9.2,0.87,0,0
EMP01349,Customer Success,CS Specialist,IC1,MGR0026,Remote,36,Male,Bachelor's,10.2,3.5,2.5,2.09,0,3.54,2.6,,2.94,0.94,1.13,2.48,77.6,4,79.6,57.0,3.13,3.37,Low,12,17.0,3,183,1,5.6,0.43,0,0
EMP01350,Marketing,Content Strategist,IC2,MGR0045,Hybrid,44,Male,Master's,1.4,0.9,4.0,4.0,0,3.57,3.48,,3.92,0.09,3.52,2.23,80.2,5,74.6,57.6,3.31,3.8,Medium,30,14.8,3,185,4,6.8,0.8,0,0
EMP01351,Finance,Financial Analyst,IC1,MGR0061,Remote,30,Female,Master's,3.5,1.3,3.0,3.34,0,3.22,3.29,,3.0,-0.07,3.13,2.62,81.0,3,85.5,40.9,2.6,3.0,Low,0,15.2,2,176,4,3.4,0.73,0,0
EMP01352,Customer Success,Onboarding Manager,IC3,MGR0172,Hybrid,53,Male,Master's,11.3,7.9,3.5,4.16,0,3.98,3.37,,3.77,0.61,2.14,2.93,82.1,7,73.8,49.5,3.85,4.45,Medium,16,23.6,2,182,7,2.5,0.63,0,0
EMP01353,Product,UX Researcher,IC3,MGR0132,Hybrid,41,Female,PhD,5.1,4.0,3.0,2.78,0,3.45,2.59,,3.04,0.86,1.5,1.46,86.2,6,90.6,58.3,2.27,3.15,Medium,27,19.1,3,196,7,3.4,0.95,0,0
EMP01354,Operations,Operations Analyst,IC3,MGR0076,Hybrid,33,Female,PhD,0.5,0.3,3.0,2.58,0,2.81,2.41,,2.45,0.4,2.48,2.45,59.8,7,51.6,43.9,3.59,1.7,Medium,4,24.0,0,175,4,5.5,0.33,0,0
